time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,weather_code,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,relative_humidity_2m_max,relative_humidity_2m_min,city,country,latitude,longitude
2019-01-01,24.6,14.2,18.2,12.7,3.5,0.0,0.0,0.0,0.0,3,24.5,47.5,326,5.62,75,39,Des Moines,USA,41.5868,-93.625
2019-01-02,33.8,14.9,23.2,22.6,6.1,0.0,0.0,0.0,0.0,3,23.1,47.9,228,8.25,61,31,Des Moines,USA,41.5868,-93.625
2019-01-03,49.6,24.9,34.4,39.6,15.2,0.0,0.0,0.0,0.0,3,21.0,41.4,228,8.31,64,24,Des Moines,USA,41.5868,-93.625
2019-01-04,49.3,28.6,36.7,42.8,21.3,0.0,0.0,0.0,0.0,0,15.2,30.6,266,8.31,83,42,Des Moines,USA,41.5868,-93.625
2019-01-05,52.2,31.2,38.2,47.7,24.2,0.0,0.0,0.0,0.0,3,12.0,21.2,293,8.41,89,57,Des Moines,USA,41.5868,-93.625
2019-01-06,47.4,31.1,38.6,39.7,24.1,0.9,0.9,0.0,3.0,53,30.6,57.2,113,3.92,91,72,Des Moines,USA,41.5868,-93.625
2019-01-07,50.8,41.5,46.9,46.1,34.9,3.8,3.8,0.0,8.0,55,23.1,47.5,235,6.93,94,61,Des Moines,USA,41.5868,-93.625
2019-01-08,45.0,30.5,38.8,35.2,16.5,0.4,0.4,0.0,2.0,51,35.1,73.4,292,8.9,81,40,Des Moines,USA,41.5868,-93.625
2019-01-09,29.5,18.1,22.9,15.6,4.8,0.0,0.0,0.0,0.0,3,29.1,55.4,321,9.0,57,31,Des Moines,USA,41.5868,-93.625
2019-01-10,34.1,18.0,24.5,24.3,9.1,0.0,0.0,0.0,0.0,3,15.9,31.7,121,8.96,57,30,Des Moines,USA,41.5868,-93.625
2019-01-11,36.0,25.0,30.8,27.6,16.7,1.7,0.0,1.19,6.0,73,13.1,27.4,125,2.22,89,49,Des Moines,USA,41.5868,-93.625
2019-01-12,30.6,27.7,29.0,21.4,18.9,13.8,0.0,9.66,22.0,73,19.6,37.4,57,2.79,94,88,Des Moines,USA,41.5868,-93.625
2019-01-13,29.4,10.9,21.0,20.9,1.9,0.0,0.0,0.0,0.0,3,14.8,29.2,2,8.65,95,82,Des Moines,USA,41.5868,-93.625
2019-01-14,31.0,11.8,24.9,22.8,3.0,0.0,0.0,0.0,0.0,3,15.4,30.2,227,5.65,93,88,Des Moines,USA,41.5868,-93.625
2019-01-15,31.4,24.7,28.2,23.8,18.1,0.0,0.0,0.0,0.0,3,17.3,35.3,232,4.59,97,93,Des Moines,USA,41.5868,-93.625
2019-01-16,27.4,17.1,24.0,19.3,8.6,0.0,0.0,0.0,0.0,3,15.5,28.8,19,6.17,93,75,Des Moines,USA,41.5868,-93.625
2019-01-17,30.6,16.4,26.3,23.4,7.8,0.2,0.0,0.21,2.0,71,10.2,21.2,320,3.91,94,77,Des Moines,USA,41.5868,-93.625
2019-01-18,23.5,9.7,19.1,13.9,0.3,5.9,0.0,4.13,7.0,75,25.0,45.7,52,2.94,91,74,Des Moines,USA,41.5868,-93.625
2019-01-19,20.7,-0.8,10.6,8.2,-11.1,1.5,0.0,1.05,6.0,73,27.7,52.2,357,9.61,87,69,Des Moines,USA,41.5868,-93.625
2019-01-20,7.8,-3.8,2.2,-1.2,-13.5,0.7,0.0,0.49,6.0,71,11.6,22.7,49,5.72,83,70,Des Moines,USA,41.5868,-93.625
2019-01-21,16.9,-0.1,7.8,4.4,-10.9,0.0,0.0,0.0,0.0,3,29.8,55.4,120,7.69,84,76,Des Moines,USA,41.5868,-93.625
2019-01-22,28.6,17.8,24.1,21.4,4.9,7.8,0.0,5.46,15.0,73,26.6,48.2,54,2.49,92,81,Des Moines,USA,41.5868,-93.625
2019-01-23,18.8,11.7,15.2,7.9,2.2,4.4,0.1,3.01,10.0,73,24.2,45.0,309,10.19,86,74,Des Moines,USA,41.5868,-93.625
2019-01-24,23.0,-1.7,12.4,9.9,-12.9,0.0,0.0,0.0,0.0,3,36.3,67.0,314,10.77,84,58,Des Moines,USA,41.5868,-93.625
2019-01-25,16.6,-12.0,0.3,8.6,-22.4,0.0,0.0,0.0,0.0,3,18.4,32.4,260,8.36,81,70,Des Moines,USA,41.5868,-93.625
2019-01-26,27.4,-10.7,8.4,18.2,-20.4,1.1,0.0,0.77,3.0,73,20.1,37.1,240,6.54,86,79,Des Moines,USA,41.5868,-93.625
2019-01-27,28.9,-5.9,7.3,17.3,-14.7,3.5,0.1,2.38,8.0,75,26.4,47.9,131,4.13,91,78,Des Moines,USA,41.5868,-93.625
2019-01-28,37.1,4.5,16.5,26.3,-8.8,0.5,0.3,0.14,3.0,71,39.8,83.9,304,7.95,88,65,Des Moines,USA,41.5868,-93.625
2019-01-29,6.6,-6.9,1.0,-6.4,-21.2,0.0,0.0,0.0,0.0,3,29.7,60.1,301,11.71,75,48,Des Moines,USA,41.5868,-93.625
2019-01-30,-9.7,-22.6,-16.5,-18.0,-33.8,0.0,0.0,0.0,0.0,3,31.9,59.4,295,12.03,74,53,Des Moines,USA,41.5868,-93.625
2019-01-31,2.0,-22.5,-8.4,-8.5,-32.5,0.5,0.0,0.35,5.0,71,17.2,33.8,131,6.18,82,71,Des Moines,USA,41.5868,-93.625
2019-02-01,30.0,-4.6,7.5,20.7,-13.4,0.0,0.0,0.0,0.0,3,18.1,31.3,141,11.09,87,81,Des Moines,USA,41.5868,-93.625
2019-02-02,46.3,32.6,40.5,39.5,22.9,0.5,0.5,0.0,5.0,51,22.5,40.7,209,5.95,98,87,Des Moines,USA,41.5868,-93.625
2019-02-03,54.3,44.1,49.2,50.5,39.7,0.1,0.1,0.0,1.0,51,24.4,45.0,194,4.34,98,90,Des Moines,USA,41.5868,-93.625
2019-02-04,50.4,11.8,29.6,45.1,1.1,1.5,1.5,0.0,7.0,51,26.7,54.0,306,11.59,96,23,Des Moines,USA,41.5868,-93.625
2019-02-05,26.6,8.7,16.8,18.0,-1.7,0.8,0.6,0.14,6.0,71,16.6,43.6,20,6.15,73,37,Des Moines,USA,41.5868,-93.625
2019-02-06,33.0,16.2,24.2,26.0,8.0,0.8,0.7,0.07,3.0,71,16.6,35.6,340,7.22,79,56,Des Moines,USA,41.5868,-93.625
2019-02-07,23.3,3.5,12.8,14.0,-11.3,3.1,0.0,2.24,10.0,73,35.0,69.1,302,7.27,74,45,Des Moines,USA,41.5868,-93.625
2019-02-08,13.5,-2.0,5.0,3.4,-14.4,0.0,0.0,0.0,0.0,0,29.2,55.8,295,13.3,60,27,Des Moines,USA,41.5868,-93.625
2019-02-09,28.6,5.0,14.9,16.6,-5.6,0.0,0.0,0.0,0.0,3,21.6,45.7,125,12.61,57,24,Des Moines,USA,41.5868,-93.625
2019-02-10,25.9,15.4,23.3,19.8,7.0,6.1,0.1,4.2,11.0,75,17.8,33.1,113,3.19,95,40,Des Moines,USA,41.5868,-93.625
2019-02-11,29.1,15.3,24.4,20.5,7.1,9.1,0.0,6.37,10.0,75,18.2,36.4,73,4.51,94,82,Des Moines,USA,41.5868,-93.625
2019-02-12,28.1,9.0,20.9,20.4,-4.5,2.5,0.0,1.75,10.0,73,36.2,68.4,305,9.56,94,73,Des Moines,USA,41.5868,-93.625
2019-02-13,31.5,0.0,10.8,22.1,-8.3,0.0,0.0,0.0,0.0,3,25.6,47.9,200,12.48,83,69,Des Moines,USA,41.5868,-93.625
2019-02-14,36.3,6.6,26.8,29.6,-5.9,0.0,0.0,0.0,0.0,3,35.6,69.5,298,12.07,87,75,Des Moines,USA,41.5868,-93.625
2019-02-15,11.4,-2.7,4.9,1.3,-13.4,0.0,0.0,0.0,0.0,3,21.9,40.7,330,6.84,76,65,Des Moines,USA,41.5868,-93.625
2019-02-16,20.9,-2.5,10.4,11.6,-11.7,1.7,0.0,1.19,2.0,75,16.9,34.9,67,14.07,83,59,Des Moines,USA,41.5868,-93.625
2019-02-17,25.7,20.9,23.7,17.5,12.3,10.4,0.1,7.21,24.0,75,19.4,36.0,45,6.85,91,80,Des Moines,USA,41.5868,-93.625
2019-02-18,22.4,3.9,14.5,13.1,-4.7,0.4,0.0,0.28,4.0,71,15.6,29.9,337,14.34,89,77,Des Moines,USA,41.5868,-93.625
2019-02-19,20.3,-8.7,5.0,8.4,-17.2,1.3,0.0,0.91,5.0,73,24.1,44.3,73,10.4,88,79,Des Moines,USA,41.5868,-93.625
2019-02-20,30.3,20.7,26.4,19.5,9.4,9.7,0.1,6.72,15.0,75,29.7,56.2,191,7.25,93,76,Des Moines,USA,41.5868,-93.625
2019-02-21,20.8,9.9,15.6,14.2,0.4,0.0,0.0,0.0,0.0,3,19.7,34.2,288,15.06,87,72,Des Moines,USA,41.5868,-93.625
2019-02-22,31.6,9.5,18.8,22.9,0.5,0.4,0.4,0.0,3.0,51,17.7,32.4,86,12.28,87,75,Des Moines,USA,41.5868,-93.625
2019-02-23,34.9,31.6,33.3,28.8,18.3,20.0,17.7,1.61,21.0,73,35.1,63.4,52,5.05,97,86,Des Moines,USA,41.5868,-93.625
2019-02-24,30.7,2.5,13.8,16.1,-10.1,2.2,0.0,1.54,5.0,73,44.8,82.8,302,16.23,91,68,Des Moines,USA,41.5868,-93.625
2019-02-25,7.5,-4.5,1.9,-2.2,-14.0,0.0,0.0,0.0,0.0,3,20.3,38.9,9,13.68,81,67,Des Moines,USA,41.5868,-93.625
2019-02-26,17.1,2.8,10.3,8.6,-8.3,0.1,0.0,0.07,1.0,71,18.4,36.0,58,9.81,86,77,Des Moines,USA,41.5868,-93.625
2019-02-27,17.4,2.3,10.0,9.4,-6.5,0.0,0.0,0.0,0.0,3,24.3,47.9,342,15.45,87,71,Des Moines,USA,41.5868,-93.625
2019-02-28,17.2,2.0,10.7,10.4,-6.2,0.0,0.0,0.0,0.0,3,9.7,18.7,9,9.14,89,66,Des Moines,USA,41.5868,-93.625
2019-03-01,28.0,3.2,17.2,22.0,-5.5,0.9,0.0,0.63,2.0,73,19.9,36.4,174,11.89,96,67,Des Moines,USA,41.5868,-93.625
2019-03-02,18.0,9.1,13.3,6.9,-2.7,0.1,0.0,0.07,1.0,71,21.0,40.3,348,10.65,88,80,Des Moines,USA,41.5868,-93.625
2019-03-03,7.2,-6.2,-1.4,-5.1,-18.1,0.3,0.0,0.21,3.0,71,25.9,47.5,327,17.46,80,61,Des Moines,USA,41.5868,-93.625
2019-03-04,6.1,-7.9,-0.8,-5.5,-19.6,0.0,0.0,0.0,0.0,0,24.2,47.9,279,18.08,74,64,Des Moines,USA,41.5868,-93.625
2019-03-05,15.2,5.5,9.6,3.8,-6.5,0.0,0.0,0.0,0.0,1,24.5,46.4,288,18.24,78,68,Des Moines,USA,41.5868,-93.625
2019-03-06,26.2,3.6,14.4,18.7,-6.0,0.0,0.0,0.0,0.0,3,15.8,32.0,258,16.72,87,71,Des Moines,USA,41.5868,-93.625
2019-03-07,25.9,13.3,18.9,15.9,4.3,2.9,0.0,2.03,10.0,73,18.8,36.7,85,10.02,89,82,Des Moines,USA,41.5868,-93.625
2019-03-08,34.3,21.3,28.1,27.9,12.1,0.1,0.0,0.07,1.0,71,18.9,33.5,113,13.39,93,85,Des Moines,USA,41.5868,-93.625
2019-03-09,36.1,29.6,33.8,30.6,19.6,16.5,16.3,0.14,15.0,71,35.4,65.2,126,4.15,99,87,Des Moines,USA,41.5868,-93.625
2019-03-10,32.2,18.1,26.5,20.3,10.3,0.0,0.0,0.0,0.0,3,38.5,71.6,289,18.76,89,70,Des Moines,USA,41.5868,-93.625
2019-03-11,37.8,10.8,24.0,35.5,1.9,0.0,0.0,0.0,0.0,3,12.2,16.9,337,18.85,89,61,Des Moines,USA,41.5868,-93.625
2019-03-12,48.6,26.4,38.3,41.5,18.6,13.1,13.1,0.0,12.0,63,24.1,50.0,166,5.72,96,73,Des Moines,USA,41.5868,-93.625
2019-03-13,59.7,45.7,51.5,53.1,40.2,14.2,14.2,0.0,12.0,63,34.0,85.3,153,4.99,98,79,Des Moines,USA,41.5868,-93.625
2019-03-14,52.6,35.0,43.4,44.3,22.7,2.1,2.1,0.0,10.0,51,31.0,64.1,225,4.52,90,65,Des Moines,USA,41.5868,-93.625
2019-03-15,46.3,27.0,35.7,34.0,15.8,0.0,0.0,0.0,0.0,3,33.7,66.2,307,18.24,74,31,Des Moines,USA,41.5868,-93.625
2019-03-16,51.6,23.0,35.2,45.4,16.3,0.2,0.2,0.0,2.0,51,12.3,31.3,266,18.33,90,43,Des Moines,USA,41.5868,-93.625
2019-03-17,46.0,25.8,34.4,39.1,18.7,0.0,0.0,0.0,0.0,3,14.3,32.8,314,17.31,92,40,Des Moines,USA,41.5868,-93.625
2019-03-18,45.7,24.9,34.7,40.1,17.4,0.0,0.0,0.0,0.0,3,10.5,21.6,296,18.1,92,41,Des Moines,USA,41.5868,-93.625
2019-03-19,49.8,27.0,38.4,42.2,20.1,2.5,2.5,0.0,9.0,53,13.7,30.2,174,10.85,93,47,Des Moines,USA,41.5868,-93.625
2019-03-20,54.9,32.3,42.2,45.2,25.5,0.0,0.0,0.0,0.0,3,26.2,54.0,299,18.1,97,45,Des Moines,USA,41.5868,-93.625
2019-03-21,54.4,30.5,41.7,47.1,22.6,0.0,0.0,0.0,0.0,3,17.3,32.8,309,20.43,93,44,Des Moines,USA,41.5868,-93.625
2019-03-22,55.5,30.5,42.6,52.2,23.3,0.0,0.0,0.0,0.0,3,16.5,29.2,351,21.05,91,42,Des Moines,USA,41.5868,-93.625
2019-03-23,54.8,30.0,43.2,47.0,23.5,0.8,0.8,0.0,3.0,53,18.1,37.1,119,12.59,90,50,Des Moines,USA,41.5868,-93.625
2019-03-24,55.0,43.6,48.1,50.7,38.8,2.7,2.7,0.0,14.0,53,17.9,34.6,73,6.64,96,73,Des Moines,USA,41.5868,-93.625
2019-03-25,49.4,35.2,42.6,44.8,28.4,0.0,0.0,0.0,0.0,3,13.9,26.6,6,12.3,94,61,Des Moines,USA,41.5868,-93.625
2019-03-26,53.8,32.0,43.1,47.8,25.4,0.0,0.0,0.0,0.0,3,16.4,34.2,160,16.8,93,50,Des Moines,USA,41.5868,-93.625
2019-03-27,66.7,41.7,53.9,59.2,32.7,0.4,0.4,0.0,2.0,51,28.3,55.8,186,15.49,76,49,Des Moines,USA,41.5868,-93.625
2019-03-28,57.4,43.2,49.6,53.7,36.5,0.2,0.2,0.0,2.0,51,15.9,34.2,7,9.61,95,53,Des Moines,USA,41.5868,-93.625
2019-03-29,48.2,39.2,42.2,40.4,30.8,6.9,6.9,0.0,9.0,61,19.9,37.4,19,7.71,87,53,Des Moines,USA,41.5868,-93.625
2019-03-30,42.2,29.8,37.1,30.1,18.7,0.0,0.0,0.0,0.0,3,30.2,60.8,350,15.84,78,31,Des Moines,USA,41.5868,-93.625
2019-03-31,42.8,22.5,32.5,36.2,13.8,0.0,0.0,0.0,0.0,3,19.3,35.6,292,22.44,65,42,Des Moines,USA,41.5868,-93.625
2019-04-01,56.3,31.6,44.2,48.0,21.9,0.0,0.0,0.0,0.0,3,25.3,52.2,209,20.29,67,38,Des Moines,USA,41.5868,-93.625
2019-04-02,52.7,33.7,42.7,45.2,27.1,1.9,1.2,0.49,5.0,73,16.5,50.8,289,20.48,96,43,Des Moines,USA,41.5868,-93.625
2019-04-03,54.2,31.4,43.9,47.4,24.8,4.0,4.0,0.0,8.0,61,22.3,41.4,131,8.41,91,49,Des Moines,USA,41.5868,-93.625
2019-04-04,57.1,42.3,47.9,49.2,33.4,0.2,0.2,0.0,2.0,51,25.4,51.8,107,12.5,90,56,Des Moines,USA,41.5868,-93.625
2019-04-05,64.6,37.0,50.2,61.0,31.9,0.0,0.0,0.0,0.0,3,17.1,31.3,168,14.53,100,55,Des Moines,USA,41.5868,-93.625
2019-04-06,71.2,44.2,57.7,68.7,40.3,0.0,0.0,0.0,0.0,3,21.8,45.0,154,21.65,94,57,Des Moines,USA,41.5868,-93.625
2019-04-07,72.1,50.8,60.2,67.9,47.9,12.2,12.2,0.0,11.0,63,24.6,48.2,253,14.91,96,47,Des Moines,USA,41.5868,-93.625
2019-04-08,73.8,45.7,60.0,68.8,41.6,0.0,0.0,0.0,0.0,3,25.0,49.7,253,22.82,93,40,Des Moines,USA,41.5868,-93.625
2019-04-09,64.0,42.3,54.3,61.0,37.0,1.3,1.3,0.0,1.0,61,24.0,45.0,33,18.15,84,38,Des Moines,USA,41.5868,-93.625
2019-04-10,53.4,41.4,47.6,42.9,28.5,7.4,7.4,0.0,7.0,61,36.7,73.1,84,15.02,91,61,Des Moines,USA,41.5868,-93.625
2019-04-11,61.5,38.5,47.2,55.3,24.8,0.8,0.8,0.0,4.0,53,38.2,71.6,136,16.65,86,46,Des Moines,USA,41.5868,-93.625
2019-04-12,39.8,33.4,36.8,28.2,19.2,0.0,0.0,0.0,0.0,3,36.6,72.0,247,10.41,61,42,Des Moines,USA,41.5868,-93.625
2019-04-13,49.2,30.4,39.9,42.8,21.8,0.0,0.0,0.0,0.0,3,20.5,42.8,292,21.81,71,45,Des Moines,USA,41.5868,-93.625
2019-04-14,53.2,32.4,40.4,45.1,24.2,0.0,0.0,0.0,0.0,3,21.9,45.7,13,23.55,71,34,Des Moines,USA,41.5868,-93.625
2019-04-15,67.4,34.1,51.4,63.5,27.3,0.0,0.0,0.0,0.0,3,24.9,51.1,155,23.07,74,50,Des Moines,USA,41.5868,-93.625
2019-04-16,71.2,48.5,61.0,70.1,45.8,0.0,0.0,0.0,0.0,3,14.4,31.7,101,19.54,92,59,Des Moines,USA,41.5868,-93.625
2019-04-17,72.1,50.9,61.7,69.1,42.2,13.1,13.1,0.0,14.0,63,34.0,64.1,230,12.4,94,64,Des Moines,USA,41.5868,-93.625
2019-04-18,55.6,43.0,49.5,45.8,34.5,0.0,0.0,0.0,0.0,3,28.9,56.9,338,13.11,78,49,Des Moines,USA,41.5868,-93.625
2019-04-19,60.1,39.8,49.2,53.6,31.9,0.0,0.0,0.0,0.0,1,19.4,41.0,353,24.65,86,37,Des Moines,USA,41.5868,-93.625
2019-04-20,69.3,36.2,55.1,65.8,29.9,0.0,0.0,0.0,0.0,1,16.3,33.8,184,25.2,88,41,Des Moines,USA,41.5868,-93.625
2019-04-21,77.4,52.5,65.2,73.9,47.2,0.0,0.0,0.0,0.0,3,26.0,52.6,168,20.82,70,43,Des Moines,USA,41.5868,-93.625
2019-04-22,69.5,50.8,61.9,66.3,43.4,9.1,9.1,0.0,11.0,63,31.7,64.1,232,13.94,85,52,Des Moines,USA,41.5868,-93.625
2019-04-23,64.4,46.9,54.1,61.1,40.6,0.0,0.0,0.0,0.0,3,20.0,41.8,11,23.93,83,42,Des Moines,USA,41.5868,-93.625
2019-04-24,66.2,42.8,55.1,63.8,39.4,0.0,0.0,0.0,0.0,3,14.9,27.0,158,15.99,100,58,Des Moines,USA,41.5868,-93.625
2019-04-25,63.9,49.5,55.3,60.2,45.6,1.7,1.7,0.0,2.0,55,32.6,63.7,332,15.08,96,45,Des Moines,USA,41.5868,-93.625
2019-04-26,60.3,45.6,53.9,55.0,36.1,0.0,0.0,0.0,0.0,3,24.3,49.7,327,25.83,59,31,Des Moines,USA,41.5868,-93.625
2019-04-27,52.2,38.0,44.4,44.2,26.6,8.0,8.0,0.0,13.0,61,34.1,68.8,65,7.12,93,47,Des Moines,USA,41.5868,-93.625
2019-04-28,52.2,30.8,42.0,43.4,24.6,4.1,4.1,0.0,4.0,63,27.1,52.6,120,12.77,94,51,Des Moines,USA,41.5868,-93.625
2019-04-29,63.4,45.9,53.2,60.0,40.1,3.1,3.1,0.0,7.0,61,17.6,38.5,331,22.59,94,42,Des Moines,USA,41.5868,-93.625
2019-04-30,52.7,47.3,49.7,47.4,39.8,7.0,7.0,0.0,16.0,61,26.0,51.1,70,4.55,96,64,Des Moines,USA,41.5868,-93.625
2019-05-01,57.7,44.5,50.7,56.5,41.2,1.4,1.4,0.0,6.0,51,13.7,25.9,6,12.51,97,70,Des Moines,USA,41.5868,-93.625
2019-05-02,60.0,45.4,52.2,57.0,40.9,0.0,0.0,0.0,0.0,3,18.1,38.2,348,21.25,91,50,Des Moines,USA,41.5868,-93.625
2019-05-03,58.5,41.3,50.8,55.4,36.7,0.4,0.4,0.0,1.0,51,10.5,20.5,128,14.83,93,54,Des Moines,USA,41.5868,-93.625
2019-05-04,65.7,37.8,53.5,64.7,32.8,0.0,0.0,0.0,0.0,2,13.5,25.9,189,21.85,98,53,Des Moines,USA,41.5868,-93.625
2019-05-05,73.6,52.6,62.4,71.6,49.5,1.5,1.5,0.0,2.0,61,19.2,43.2,210,22.86,86,44,Des Moines,USA,41.5868,-93.625
2019-05-06,66.3,50.4,57.4,64.5,46.0,5.2,5.2,0.0,7.0,61,18.6,37.4,24,19.71,98,53,Des Moines,USA,41.5868,-93.625
2019-05-07,64.0,49.5,55.9,59.7,40.6,0.6,0.6,0.0,4.0,51,22.1,45.4,70,18.07,81,51,Des Moines,USA,41.5868,-93.625
2019-05-08,70.2,47.7,55.1,65.9,40.9,26.1,26.1,0.0,16.0,63,33.9,72.4,126,10.4,95,67,Des Moines,USA,41.5868,-93.625
2019-05-09,52.5,39.3,46.8,44.0,29.3,0.2,0.2,0.0,2.0,51,25.3,48.6,326,14.52,82,53,Des Moines,USA,41.5868,-93.625
2019-05-10,62.3,41.0,52.4,58.7,35.2,0.0,0.0,0.0,0.0,3,14.5,34.2,294,25.87,83,34,Des Moines,USA,41.5868,-93.625
2019-05-11,56.9,47.0,51.0,51.2,41.3,1.3,1.3,0.0,7.0,51,19.2,37.4,152,9.3,92,56,Des Moines,USA,41.5868,-93.625
2019-05-12,53.7,43.1,48.0,49.9,38.5,4.6,4.6,0.0,11.0,53,13.5,26.6,116,8.22,93,62,Des Moines,USA,41.5868,-93.625
2019-05-13,63.2,38.7,52.2,61.0,33.6,0.0,0.0,0.0,0.0,3,13.2,23.4,203,23.38,95,43,Des Moines,USA,41.5868,-93.625
2019-05-14,68.2,49.5,57.5,66.8,44.8,7.4,7.4,0.0,8.0,61,18.1,46.4,135,15.46,87,64,Des Moines,USA,41.5868,-93.625
2019-05-15,75.4,45.1,62.3,78.0,41.9,0.0,0.0,0.0,0.0,3,13.0,26.3,114,28.02,98,54,Des Moines,USA,41.5868,-93.625
2019-05-16,85.6,62.2,72.8,91.1,60.3,7.8,7.8,0.0,2.0,63,21.0,61.6,213,26.63,93,55,Des Moines,USA,41.5868,-93.625
2019-05-17,80.4,62.3,70.5,82.5,63.6,17.3,17.3,0.0,18.0,63,20.0,39.2,173,13.46,99,63,Des Moines,USA,41.5868,-93.625
2019-05-18,79.4,62.8,69.4,79.8,63.2,20.8,20.8,0.0,14.0,63,27.1,55.4,178,17.03,94,58,Des Moines,USA,41.5868,-93.625
2019-05-19,61.8,52.2,58.4,64.5,45.7,2.5,2.5,0.0,12.0,53,25.6,51.1,290,11.55,95,62,Des Moines,USA,41.5868,-93.625
2019-05-20,58.5,40.8,49.7,53.6,34.5,3.4,3.4,0.0,5.0,61,21.0,38.2,40,23.22,88,54,Des Moines,USA,41.5868,-93.625
2019-05-21,59.5,47.4,50.8,54.3,39.2,29.1,29.1,0.0,21.0,63,41.8,91.1,98,4.71,92,77,Des Moines,USA,41.5868,-93.625
2019-05-22,70.1,56.1,62.1,64.1,49.5,1.6,1.6,0.0,4.0,53,30.6,61.6,199,28.67,90,47,Des Moines,USA,41.5868,-93.625
2019-05-23,70.6,50.5,61.0,71.7,44.4,1.6,1.6,0.0,2.0,53,16.7,30.2,292,26.51,76,52,Des Moines,USA,41.5868,-93.625
2019-05-24,79.1,58.8,68.0,79.2,55.8,42.1,42.1,0.0,19.0,65,30.4,60.5,177,15.12,95,63,Des Moines,USA,41.5868,-93.625
2019-05-25,79.2,61.1,70.5,81.7,58.9,9.6,9.6,0.0,7.0,63,20.7,43.2,241,22.37,94,55,Des Moines,USA,41.5868,-93.625
2019-05-26,76.0,58.0,67.8,81.5,56.8,0.2,0.2,0.0,2.0,51,15.1,27.7,68,28.32,95,55,Des Moines,USA,41.5868,-93.625
2019-05-27,78.7,61.0,69.7,77.0,58.2,11.1,11.1,0.0,12.0,63,33.6,79.9,212,19.56,92,50,Des Moines,USA,41.5868,-93.625
2019-05-28,63.8,54.3,59.4,64.8,51.6,24.4,24.4,0.0,14.0,63,18.2,44.6,48,7.98,96,78,Des Moines,USA,41.5868,-93.625
2019-05-29,76.1,61.2,67.7,79.0,59.8,6.1,6.1,0.0,12.0,61,14.7,31.0,232,20.55,100,56,Des Moines,USA,41.5868,-93.625
2019-05-30,72.7,53.6,63.0,74.2,51.3,1.2,1.2,0.0,3.0,53,12.2,27.4,237,23.32,95,54,Des Moines,USA,41.5868,-93.625
2019-05-31,83.2,54.2,69.8,86.2,52.8,0.0,0.0,0.0,0.0,3,19.0,38.2,252,28.16,94,49,Des Moines,USA,41.5868,-93.625
2019-06-01,78.3,61.6,69.6,80.7,60.7,0.5,0.5,0.0,5.0,51,22.1,44.3,300,24.17,82,54,Des Moines,USA,41.5868,-93.625
2019-06-02,73.9,53.2,65.1,77.0,48.9,0.0,0.0,0.0,0.0,2,13.7,24.5,7,30.0,79,39,Des Moines,USA,41.5868,-93.625
2019-06-03,72.7,55.9,65.1,70.8,52.1,0.3,0.3,0.0,1.0,51,18.4,36.4,169,13.77,74,54,Des Moines,USA,41.5868,-93.625
2019-06-04,81.1,62.0,71.7,85.5,60.1,4.8,4.8,0.0,10.0,55,19.0,42.1,187,15.37,94,66,Des Moines,USA,41.5868,-93.625
2019-06-05,84.3,66.1,75.3,92.8,69.1,0.1,0.1,0.0,1.0,51,16.9,31.7,136,27.96,96,57,Des Moines,USA,41.5868,-93.625
2019-06-06,82.9,65.5,74.9,89.0,68.6,0.1,0.1,0.0,1.0,51,11.2,25.2,89,23.25,98,57,Des Moines,USA,41.5868,-93.625
2019-06-07,81.8,64.9,74.2,85.6,67.6,0.0,0.0,0.0,0.0,1,15.5,31.0,102,27.1,94,52,Des Moines,USA,41.5868,-93.625
2019-06-08,79.9,62.7,72.6,82.5,62.4,0.0,0.0,0.0,0.0,0,15.6,33.5,111,29.98,87,45,Des Moines,USA,41.5868,-93.625
2019-06-09,76.1,62.6,68.6,78.5,57.8,0.1,0.1,0.0,1.0,51,29.8,59.8,334,23.57,96,52,Des Moines,USA,41.5868,-93.625
2019-06-10,74.7,54.4,65.5,72.6,48.4,0.0,0.0,0.0,0.0,1,21.3,43.6,303,29.84,68,34,Des Moines,USA,41.5868,-93.625
2019-06-11,76.9,55.3,65.8,75.8,52.7,0.3,0.3,0.0,2.0,51,21.3,43.9,221,23.53,80,35,Des Moines,USA,41.5868,-93.625
2019-06-12,69.3,57.7,63.2,65.1,51.6,5.0,5.0,0.0,11.0,61,28.6,57.2,331,25.04,94,35,Des Moines,USA,41.5868,-93.625
2019-06-13,73.1,49.9,61.6,71.1,43.6,0.0,0.0,0.0,0.0,0,18.3,33.5,311,30.66,65,41,Des Moines,USA,41.5868,-93.625
2019-06-14,73.0,61.3,67.4,71.3,55.4,0.7,0.7,0.0,6.0,51,30.4,60.1,190,17.38,84,52,Des Moines,USA,41.5868,-93.625
2019-06-15,82.4,64.7,72.4,92.6,66.3,12.6,12.6,0.0,9.0,63,20.0,37.1,224,20.84,97,68,Des Moines,USA,41.5868,-93.625
2019-06-16,77.7,63.9,70.1,82.4,66.4,0.7,0.7,0.0,5.0,51,10.7,21.6,25,19.29,100,60,Des Moines,USA,41.5868,-93.625
