time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,weather_code,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,relative_humidity_2m_max,relative_humidity_2m_min,city,country,latitude,longitude
2024-09-29,89.9,63.4,76.2,93.3,62.8,0.0,0.0,0.0,0.0,0,13.3,20.2,317,22.25,72,30,Houston,USA,29.7604,-95.3698
2024-09-30,88.7,66.9,77.8,95.1,69.0,0.0,0.0,0.0,0.0,0,13.8,22.3,201,21.37,82,44,Houston,USA,29.7604,-95.3698
2024-10-01,91.9,68.5,79.9,95.5,73.5,0.0,0.0,0.0,0.0,3,13.5,25.6,5,20.07,95,31,Houston,USA,29.7604,-95.3698
2024-10-02,89.4,70.9,79.6,93.2,74.1,0.0,0.0,0.0,0.0,0,16.1,30.6,70,20.93,79,41,Houston,USA,29.7604,-95.3698
2024-10-03,88.8,69.2,78.9,90.8,74.4,0.0,0.0,0.0,0.0,2,15.9,28.1,78,21.3,95,38,Houston,USA,29.7604,-95.3698
2024-10-04,89.1,73.7,79.7,93.6,75.9,1.2,1.2,0.0,3.0,53,21.8,39.6,68,18.2,86,54,Houston,USA,29.7604,-95.3698
2024-10-05,87.3,72.8,79.3,90.3,78.4,0.0,0.0,0.0,0.0,3,19.1,34.2,66,15.54,95,54,Houston,USA,29.7604,-95.3698
2024-10-06,91.2,72.5,81.0,93.4,76.9,0.0,0.0,0.0,0.0,1,15.9,29.2,36,20.15,88,36,Houston,USA,29.7604,-95.3698
2024-10-07,90.9,70.9,80.2,91.5,72.5,0.0,0.0,0.0,0.0,0,18.2,33.5,36,20.43,74,33,Houston,USA,29.7604,-95.3698
2024-10-08,87.6,69.3,76.9,85.3,65.8,0.0,0.0,0.0,0.0,0,20.4,34.9,27,21.03,74,21,Houston,USA,29.7604,-95.3698
2024-10-09,88.1,61.0,73.5,85.9,58.3,0.0,0.0,0.0,0.0,0,12.1,25.2,18,20.84,66,26,Houston,USA,29.7604,-95.3698
2024-10-10,88.0,63.0,74.3,87.4,62.0,0.0,0.0,0.0,0.0,0,9.7,20.2,58,20.74,74,26,Houston,USA,29.7604,-95.3698
2024-10-11,87.0,62.3,74.5,89.6,62.5,0.0,0.0,0.0,0.0,0,11.9,18.7,106,20.36,85,35,Houston,USA,29.7604,-95.3698
2024-10-12,87.2,64.0,74.8,90.7,66.4,0.0,0.0,0.0,0.0,0,17.4,30.2,203,20.05,96,40,Houston,USA,29.7604,-95.3698
2024-10-13,90.9,67.6,78.3,95.3,71.1,0.0,0.0,0.0,0.0,0,20.6,32.0,206,19.65,91,41,Houston,USA,29.7604,-95.3698
2024-10-14,95.5,70.2,80.4,95.1,74.7,0.0,0.0,0.0,0.0,1,19.2,32.8,260,19.6,98,22,Houston,USA,29.7604,-95.3698
2024-10-15,94.6,66.0,78.9,99.7,67.9,0.0,0.0,0.0,0.0,0,10.9,23.0,349,19.61,85,24,Houston,USA,29.7604,-95.3698
2024-10-16,75.0,59.4,67.6,76.9,49.5,0.0,0.0,0.0,0.0,0,31.1,51.1,59,19.44,81,20,Houston,USA,29.7604,-95.3698
2024-10-17,72.2,51.3,61.1,68.3,44.3,0.0,0.0,0.0,0.0,2,17.7,32.0,75,20.42,62,26,Houston,USA,29.7604,-95.3698
2024-10-18,78.6,58.8,67.3,75.8,53.6,0.0,0.0,0.0,0.0,3,24.2,42.1,88,16.58,71,47,Houston,USA,29.7604,-95.3698
2024-10-19,81.6,61.5,70.4,82.5,59.7,0.0,0.0,0.0,0.0,2,18.2,34.2,91,17.39,87,48,Houston,USA,29.7604,-95.3698
2024-10-20,81.1,61.4,70.3,79.5,59.3,0.0,0.0,0.0,0.0,0,17.4,32.8,78,19.26,89,38,Houston,USA,29.7604,-95.3698
2024-10-21,80.9,58.8,69.0,83.0,57.4,0.0,0.0,0.0,0.0,1,14.4,25.9,98,18.92,91,45,Houston,USA,29.7604,-95.3698
2024-10-22,83.5,61.5,71.3,87.6,62.2,0.0,0.0,0.0,0.0,3,18.4,30.6,129,16.1,98,48,Houston,USA,29.7604,-95.3698
2024-10-23,84.3,63.5,72.9,89.1,66.5,0.0,0.0,0.0,0.0,3,12.7,22.3,126,17.55,100,51,Houston,USA,29.7604,-95.3698
2024-10-24,83.1,60.9,72.1,85.9,64.0,0.0,0.0,0.0,0.0,3,17.8,30.2,148,17.85,100,48,Houston,USA,29.7604,-95.3698
2024-10-25,86.4,66.0,75.5,91.7,69.0,0.0,0.0,0.0,0.0,2,16.3,27.0,147,16.09,94,50,Houston,USA,29.7604,-95.3698
2024-10-26,86.1,67.7,75.7,91.5,73.7,0.5,0.5,0.0,3.0,51,15.9,24.8,138,15.44,100,50,Houston,USA,29.7604,-95.3698
2024-10-27,85.7,64.8,74.5,88.2,68.9,0.0,0.0,0.0,0.0,3,15.7,27.7,142,16.71,100,42,Houston,USA,29.7604,-95.3698
2024-10-28,85.8,67.1,75.6,86.7,70.5,0.4,0.4,0.0,3.0,51,24.0,40.7,140,16.21,97,50,Houston,USA,29.7604,-95.3698
2024-10-29,85.7,73.6,78.4,83.6,76.2,0.0,0.0,0.0,0.0,1,29.2,49.3,142,15.78,83,46,Houston,USA,29.7604,-95.3698
2024-10-30,83.5,72.9,76.1,87.5,77.2,11.2,11.2,0.0,8.0,63,25.1,46.4,142,9.3,93,69,Houston,USA,29.7604,-95.3698
2024-10-31,79.3,72.0,75.0,87.9,75.7,13.5,13.5,0.0,12.0,63,18.2,28.8,144,8.43,98,78,Houston,USA,29.7604,-95.3698
2024-11-01,81.3,71.6,75.3,85.2,75.5,0.2,0.2,0.0,2.0,51,16.9,27.4,67,9.22,98,67,Houston,USA,29.7604,-95.3698
2024-11-02,80.6,69.8,73.8,84.4,72.8,9.2,9.2,0.0,12.0,63,21.2,36.4,117,9.1,96,73,Houston,USA,29.7604,-95.3698
2024-11-03,81.9,73.6,76.1,84.9,77.2,15.2,15.2,0.0,13.0,63,27.3,50.0,153,9.13,94,76,Houston,USA,29.7604,-95.3698
2024-11-04,83.7,75.1,78.4,82.6,78.9,4.4,4.4,0.0,18.0,53,38.8,63.4,162,12.54,96,66,Houston,USA,29.7604,-95.3698
2024-11-05,77.6,66.5,73.0,80.7,64.8,25.8,25.8,0.0,7.0,65,26.0,41.0,281,13.07,98,53,Houston,USA,29.7604,-95.3698
2024-11-06,82.0,64.3,72.0,86.9,62.6,0.0,0.0,0.0,0.0,3,11.9,20.2,31,15.37,95,60,Houston,USA,29.7604,-95.3698
2024-11-07,83.8,73.8,77.2,89.5,78.2,1.7,1.7,0.0,8.0,53,16.2,28.1,95,14.04,99,65,Houston,USA,29.7604,-95.3698
2024-11-08,78.7,72.1,75.2,85.1,76.5,9.7,9.7,0.0,17.0,61,20.4,35.6,114,7.1,94,82,Houston,USA,29.7604,-95.3698
2024-11-09,81.6,65.8,72.5,84.5,65.9,18.2,18.2,0.0,11.0,63,18.2,32.8,10,12.85,97,62,Houston,USA,29.7604,-95.3698
2024-11-10,82.8,69.6,74.7,86.8,74.4,3.2,3.2,0.0,7.0,61,13.9,25.9,11,12.39,98,63,Houston,USA,29.7604,-95.3698
2024-11-11,81.1,63.6,71.3,84.6,66.3,0.0,0.0,0.0,0.0,0,13.0,24.8,2,15.69,97,54,Houston,USA,29.7604,-95.3698
2024-11-12,75.7,59.3,67.0,77.8,59.0,0.0,0.0,0.0,0.0,1,8.2,19.1,54,16.16,89,52,Houston,USA,29.7604,-95.3698
2024-11-13,79.9,56.6,68.3,82.4,56.8,0.0,0.0,0.0,0.0,1,17.3,35.3,326,15.49,92,53,Houston,USA,29.7604,-95.3698
2024-11-14,72.0,54.5,63.1,68.6,50.3,0.0,0.0,0.0,0.0,0,13.7,28.8,354,16.46,73,35,Houston,USA,29.7604,-95.3698
2024-11-15,70.5,48.8,60.1,69.7,45.6,0.0,0.0,0.0,0.0,0,8.5,23.4,69,16.12,87,46,Houston,USA,29.7604,-95.3698
2024-11-16,77.6,57.8,66.9,78.5,57.1,0.0,0.0,0.0,0.0,3,14.4,35.6,108,9.69,89,53,Houston,USA,29.7604,-95.3698
2024-11-17,78.5,69.7,73.9,85.3,75.7,38.6,38.6,0.0,18.0,65,19.6,41.4,146,6.04,100,81,Houston,USA,29.7604,-95.3698
2024-11-18,79.8,66.4,74.8,83.7,70.6,9.1,9.1,0.0,16.0,61,25.0,65.5,174,8.68,94,77,Houston,USA,29.7604,-95.3698
2024-11-19,74.8,54.0,65.5,74.5,54.1,0.0,0.0,0.0,0.0,0,8.3,22.3,296,15.74,96,47,Houston,USA,29.7604,-95.3698
2024-11-20,65.6,53.2,60.3,62.8,47.6,0.0,0.0,0.0,0.0,0,19.0,39.6,346,15.85,73,34,Houston,USA,29.7604,-95.3698
2024-11-21,65.6,41.3,54.6,61.8,36.7,0.0,0.0,0.0,0.0,0,10.9,22.0,324,15.79,78,32,Houston,USA,29.7604,-95.3698
2024-11-22,68.9,45.3,57.4,67.4,41.0,0.0,0.0,0.0,0.0,3,7.6,16.9,327,15.24,77,42,Houston,USA,29.7604,-95.3698
2024-11-23,70.4,46.9,59.1,70.4,43.2,0.0,0.0,0.0,0.0,1,10.8,24.5,112,15.03,84,55,Houston,USA,29.7604,-95.3698
2024-11-24,79.2,59.7,68.5,78.2,58.9,0.0,0.0,0.0,0.0,3,20.2,46.8,178,12.25,84,54,Houston,USA,29.7604,-95.3698
2024-11-25,83.4,58.4,72.0,84.9,53.4,0.0,0.0,0.0,0.0,2,18.6,45.7,227,13.15,90,51,Houston,USA,29.7604,-95.3698
2024-11-26,66.0,47.8,57.3,65.5,43.4,0.0,0.0,0.0,0.0,3,16.4,37.8,357,14.14,81,55,Houston,USA,29.7604,-95.3698
2024-11-27,82.6,58.2,69.0,81.8,56.9,0.1,0.1,0.0,1.0,51,23.1,53.3,214,11.97,93,52,Houston,USA,29.7604,-95.3698
2024-11-28,71.4,54.0,61.9,76.2,47.9,0.2,0.2,0.0,2.0,51,18.7,42.8,358,11.16,95,44,Houston,USA,29.7604,-95.3698
2024-11-29,58.9,45.4,51.8,52.0,38.9,0.0,0.0,0.0,0.0,3,15.3,36.7,21,14.28,71,39,Houston,USA,29.7604,-95.3698
2024-11-30,60.0,41.5,51.3,57.1,35.3,0.0,0.0,0.0,0.0,3,11.9,24.5,68,8.46,73,54,Houston,USA,29.7604,-95.3698
2024-12-01,66.7,53.2,58.9,62.5,51.1,0.0,0.0,0.0,0.0,3,8.4,25.6,57,10.98,84,40,Houston,USA,29.7604,-95.3698
2024-12-02,64.8,44.8,55.2,59.4,39.6,0.0,0.0,0.0,0.0,3,10.6,28.1,56,14.3,78,33,Houston,USA,29.7604,-95.3698
2024-12-03,65.5,45.9,55.6,59.3,39.8,0.0,0.0,0.0,0.0,3,12.1,32.0,64,12.97,69,34,Houston,USA,29.7604,-95.3698
2024-12-04,74.6,56.0,64.2,76.1,52.1,31.6,31.6,0.0,13.0,63,19.4,44.3,144,4.32,99,62,Houston,USA,29.7604,-95.3698
2024-12-05,66.2,55.0,61.5,70.2,50.3,0.8,0.8,0.0,7.0,51,17.9,40.3,19,3.46,98,53,Houston,USA,29.7604,-95.3698
2024-12-06,54.0,42.0,49.3,48.8,34.3,0.0,0.0,0.0,0.0,3,15.5,33.5,45,13.15,67,43,Houston,USA,29.7604,-95.3698
2024-12-07,59.6,45.9,48.9,59.4,39.6,14.7,14.7,0.0,8.0,65,13.1,29.5,60,3.1,93,59,Houston,USA,29.7604,-95.3698
2024-12-08,59.4,52.3,57.1,60.5,51.1,14.9,14.9,0.0,13.0,63,10.2,20.9,266,2.48,99,93,Houston,USA,29.7604,-95.3698
2024-12-09,78.2,59.2,66.9,80.5,59.0,0.0,0.0,0.0,0.0,3,14.3,39.6,222,12.27,96,64,Houston,USA,29.7604,-95.3698
2024-12-10,67.3,48.5,59.3,70.4,39.4,0.0,0.0,0.0,0.0,3,21.8,52.6,329,13.55,97,51,Houston,USA,29.7604,-95.3698
2024-12-11,58.4,38.2,48.9,51.5,31.5,0.0,0.0,0.0,0.0,0,20.1,43.2,311,14.47,72,30,Houston,USA,29.7604,-95.3698
2024-12-12,64.2,37.1,51.9,57.8,32.7,0.0,0.0,0.0,0.0,3,15.1,37.1,121,13.77,76,38,Houston,USA,29.7604,-95.3698
2024-12-13,67.7,57.0,61.8,65.4,52.2,3.8,3.8,0.0,10.0,53,24.2,52.6,111,4.56,95,64,Houston,USA,29.7604,-95.3698
2024-12-14,77.6,64.2,69.6,81.2,63.9,2.2,2.2,0.0,11.0,53,16.4,33.5,150,8.9,98,67,Houston,USA,29.7604,-95.3698
2024-12-15,79.4,65.6,71.1,80.2,68.9,0.6,0.6,0.0,4.0,51,17.3,41.8,156,11.62,98,59,Houston,USA,29.7604,-95.3698
2024-12-16,78.1,65.5,70.8,82.5,68.1,1.1,1.1,0.0,7.0,51,12.6,25.9,138,10.02,97,65,Houston,USA,29.7604,-95.3698
2024-12-17,77.9,64.5,69.7,80.4,68.1,3.2,3.2,0.0,6.0,55,16.3,37.8,151,10.07,100,63,Houston,USA,29.7604,-95.3698
2024-12-18,72.1,56.3,65.2,76.0,52.0,1.2,1.2,0.0,3.0,53,17.3,39.2,345,8.55,100,63,Houston,USA,29.7604,-95.3698
2024-12-19,63.6,46.8,55.3,63.5,43.1,0.0,0.0,0.0,0.0,0,13.2,27.4,349,13.7,91,66,Houston,USA,29.7604,-95.3698
2024-12-20,66.1,46.6,56.0,60.9,43.1,0.0,0.0,0.0,0.0,1,12.8,29.5,355,13.95,95,37,Houston,USA,29.7604,-95.3698
2024-12-21,56.8,41.5,49.3,52.9,35.3,0.0,0.0,0.0,0.0,3,11.2,25.9,53,14.07,76,44,Houston,USA,29.7604,-95.3698
2024-12-22,62.0,40.1,50.8,59.3,34.5,0.0,0.0,0.0,0.0,1,11.7,28.8,97,13.51,91,63,Houston,USA,29.7604,-95.3698
2024-12-23,71.4,53.2,62.0,68.6,51.0,0.0,0.0,0.0,0.0,3,16.9,41.4,117,11.78,92,54,Houston,USA,29.7604,-95.3698
2024-12-24,74.6,62.1,66.0,75.7,63.1,3.3,3.3,0.0,13.0,55,18.0,38.2,142,9.31,97,68,Houston,USA,29.7604,-95.3698
2024-12-25,69.2,58.2,63.7,72.0,57.5,26.2,26.2,0.0,13.0,65,15.2,34.9,135,8.69,99,74,Houston,USA,29.7604,-95.3698
2024-12-26,69.3,62.5,65.1,71.5,63.1,44.4,44.4,0.0,11.0,65,16.0,40.0,157,3.78,99,85,Houston,USA,29.7604,-95.3698
2024-12-27,74.6,51.9,64.3,77.7,51.5,0.0,0.0,0.0,0.0,3,10.9,28.8,138,13.24,99,71,Houston,USA,29.7604,-95.3698
2024-12-28,75.2,57.5,67.1,78.4,58.1,23.3,23.3,0.0,9.0,65,22.4,60.1,194,6.02,100,82,Houston,USA,29.7604,-95.3698
2024-12-29,66.4,52.2,58.3,68.4,52.1,0.0,0.0,0.0,0.0,3,8.9,17.6,314,10.66,100,74,Houston,USA,29.7604,-95.3698
2024-12-30,76.8,54.4,64.3,76.9,53.6,0.0,0.0,0.0,0.0,0,17.9,40.0,195,13.8,98,59,Houston,USA,29.7604,-95.3698
2024-12-31,67.5,53.9,61.2,69.2,49.2,0.0,0.0,0.0,0.0,3,15.2,31.7,352,14.24,99,42,Houston,USA,29.7604,-95.3698
2019-01-01,77.9,59.5,69.4,79.0,59.2,0.0,0.0,0.0,0.0,2,14.2,27.0,15,14.82,95,51,Dubai,UAE,25.2048,55.2708
2019-01-02,78.8,60.2,69.5,78.9,59.4,0.0,0.0,0.0,0.0,3,13.2,25.6,69,14.41,93,41,Dubai,UAE,25.2048,55.2708
2019-01-03,82.8,57.7,69.7,80.4,55.0,0.0,0.0,0.0,0.0,3,15.0,27.0,111,14.44,79,29,Dubai,UAE,25.2048,55.2708
2019-01-04,78.7,62.0,70.1,77.7,59.3,0.0,0.0,0.0,0.0,3,24.8,38.2,247,14.31,79,42,Dubai,UAE,25.2048,55.2708
2019-01-05,76.6,61.4,69.9,77.4,61.5,0.0,0.0,0.0,0.0,2,19.7,28.8,272,15.32,87,46,Dubai,UAE,25.2048,55.2708
2019-01-06,75.0,58.1,67.5,74.9,56.8,0.0,0.0,0.0,0.0,3,14.3,27.7,165,15.42,98,48,Dubai,UAE,25.2048,55.2708
2019-01-07,79.9,57.9,68.5,77.5,57.2,0.0,0.0,0.0,0.0,3,18.5,32.0,176,14.99,93,40,Dubai,UAE,25.2048,55.2708
2019-01-08,79.7,59.6,69.6,79.8,58.4,0.0,0.0,0.0,0.0,3,13.7,25.2,174,14.7,81,41,Dubai,UAE,25.2048,55.2708
2019-01-09,81.0,57.4,69.6,79.1,54.5,0.0,0.0,0.0,0.0,3,20.1,32.8,211,15.46,86,30,Dubai,UAE,25.2048,55.2708
2019-01-10,76.7,62.8,69.3,75.0,61.1,0.0,0.0,0.0,0.0,3,29.8,46.8,258,14.4,86,59,Dubai,UAE,25.2048,55.2708
2019-01-11,73.2,67.1,69.7,67.5,63.2,0.0,0.0,0.0,0.0,3,32.8,50.8,276,15.31,71,53,Dubai,UAE,25.2048,55.2708
2019-01-12,74.0,65.3,69.3,73.3,63.8,0.0,0.0,0.0,0.0,3,20.7,31.0,276,14.21,74,46,Dubai,UAE,25.2048,55.2708
2019-01-13,76.8,56.8,67.1,76.9,55.4,0.0,0.0,0.0,0.0,3,21.2,36.7,57,15.63,92,46,Dubai,UAE,25.2048,55.2708
2019-01-14,80.5,60.3,69.8,77.7,57.6,0.0,0.0,0.0,0.0,3,16.3,27.7,139,13.48,80,35,Dubai,UAE,25.2048,55.2708
2019-01-15,80.3,64.0,71.2,81.5,64.5,0.0,0.0,0.0,0.0,3,18.2,33.1,43,15.51,92,43,Dubai,UAE,25.2048,55.2708
2019-01-16,80.2,60.3,70.2,80.8,60.0,0.0,0.0,0.0,0.0,2,16.8,30.6,70,15.89,91,40,Dubai,UAE,25.2048,55.2708
2019-01-17,82.9,61.4,71.4,81.2,59.9,0.0,0.0,0.0,0.0,3,22.7,36.0,235,15.8,94,39,Dubai,UAE,25.2048,55.2708
2019-01-18,72.3,66.0,69.4,70.6,61.3,0.0,0.0,0.0,0.0,2,29.4,47.5,282,16.12,79,44,Dubai,UAE,25.2048,55.2708
2019-01-19,69.5,64.0,66.8,62.3,56.7,0.6,0.6,0.0,2.0,53,34.2,51.5,276,11.49,68,52,Dubai,UAE,25.2048,55.2708
2019-01-20,69.4,63.6,66.1,60.6,55.8,0.0,0.0,0.0,0.0,0,34.7,54.4,286,16.29,63,43,Dubai,UAE,25.2048,55.2708
2019-01-21,72.1,62.3,67.2,70.9,59.5,0.0,0.0,0.0,0.0,1,18.8,28.8,290,15.61,68,43,Dubai,UAE,25.2048,55.2708
2019-01-22,71.9,60.5,66.2,68.0,59.0,0.0,0.0,0.0,0.0,2,20.4,35.3,271,14.71,78,48,Dubai,UAE,25.2048,55.2708
2019-01-23,73.6,58.9,66.1,71.9,56.5,0.0,0.0,0.0,0.0,3,17.1,31.7,237,16.14,87,50,Dubai,UAE,25.2048,55.2708
2019-01-24,75.7,56.1,65.8,75.7,54.6,0.0,0.0,0.0,0.0,2,17.1,31.7,308,16.42,95,44,Dubai,UAE,25.2048,55.2708
2019-01-25,76.6,57.1,66.9,75.4,56.9,0.0,0.0,0.0,0.0,3,13.7,23.4,257,15.15,99,38,Dubai,UAE,25.2048,55.2708
2019-01-26,80.8,56.4,68.7,76.3,52.3,0.0,0.0,0.0,0.0,1,21.7,34.2,226,16.7,78,23,Dubai,UAE,25.2048,55.2708
2019-01-27,81.1,59.1,69.4,77.8,55.4,0.0,0.0,0.0,0.0,0,15.7,28.8,210,16.73,79,24,Dubai,UAE,25.2048,55.2708
2019-01-28,85.3,60.2,72.7,83.3,55.9,0.0,0.0,0.0,0.0,3,19.0,32.4,132,15.96,65,25,Dubai,UAE,25.2048,55.2708
2019-01-29,81.6,65.3,73.0,77.7,63.0,0.0,0.0,0.0,0.0,3,33.2,52.2,217,15.51,86,37,Dubai,UAE,25.2048,55.2708
2019-01-30,75.1,64.0,69.8,75.4,65.1,0.0,0.0,0.0,0.0,3,26.0,43.2,263,16.54,92,48,Dubai,UAE,25.2048,55.2708
2019-01-31,75.1,61.3,68.9,72.8,59.4,0.0,0.0,0.0,0.0,3,23.0,39.6,245,16.83,85,53,Dubai,UAE,25.2048,55.2708
2019-02-01,76.6,60.3,68.2,77.5,59.3,0.0,0.0,0.0,0.0,0,17.1,28.8,223,17.27,94,51,Dubai,UAE,25.2048,55.2708
2019-02-02,80.2,59.5,69.9,79.2,59.4,0.0,0.0,0.0,0.0,1,18.0,32.0,46,16.55,96,32,Dubai,UAE,25.2048,55.2708
2019-02-03,80.1,65.8,71.1,78.8,62.6,10.2,10.2,0.0,7.0,63,32.0,52.9,181,12.81,89,49,Dubai,UAE,25.2048,55.2708
2019-02-04,72.1,64.6,68.5,69.3,58.8,0.8,0.8,0.0,4.0,51,28.4,44.3,265,16.94,88,49,Dubai,UAE,25.2048,55.2708
2019-02-05,70.2,59.8,65.5,67.8,58.2,0.0,0.0,0.0,0.0,0,24.0,34.6,261,17.76,83,52,Dubai,UAE,25.2048,55.2708
2019-02-06,70.7,54.8,62.4,66.1,52.5,0.0,0.0,0.0,0.0,2,27.1,41.0,62,15.65,88,37,Dubai,UAE,25.2048,55.2708
2019-02-07,71.4,48.3,60.9,69.2,44.7,0.0,0.0,0.0,0.0,0,10.5,18.7,100,18.73,91,26,Dubai,UAE,25.2048,55.2708
2019-02-08,73.4,50.6,63.6,73.7,46.8,0.0,0.0,0.0,0.0,1,17.1,28.8,31,18.41,84,40,Dubai,UAE,25.2048,55.2708
2019-02-09,76.0,52.7,64.8,72.3,50.3,0.0,0.0,0.0,0.0,3,18.2,30.2,73,15.26,89,31,Dubai,UAE,25.2048,55.2708
2019-02-10,78.1,58.3,68.0,76.8,57.1,0.1,0.1,0.0,1.0,51,26.2,45.0,57,14.73,89,30,Dubai,UAE,25.2048,55.2708
2019-02-11,82.0,64.5,71.3,80.5,63.2,0.0,0.0,0.0,0.0,3,27.7,45.4,85,16.42,86,33,Dubai,UAE,25.2048,55.2708
2019-02-12,71.1,65.9,68.4,65.9,57.8,4.5,4.5,0.0,5.0,63,38.6,58.0,254,8.17,77,49,Dubai,UAE,25.2048,55.2708
2019-02-13,71.9,64.7,68.1,68.7,56.1,0.0,0.0,0.0,0.0,1,34.8,49.7,297,18.21,65,46,Dubai,UAE,25.2048,55.2708
2019-02-14,73.2,54.4,66.6,73.3,51.8,0.0,0.0,0.0,0.0,3,19.1,33.8,12,18.88,89,45,Dubai,UAE,25.2048,55.2708
2019-02-15,81.0,58.5,69.2,78.6,55.0,0.0,0.0,0.0,0.0,3,21.8,40.3,52,15.07,69,26,Dubai,UAE,25.2048,55.2708
2019-02-16,86.5,64.7,73.3,81.3,62.3,0.6,0.6,0.0,2.0,51,30.4,47.9,156,13.53,78,30,Dubai,UAE,25.2048,55.2708
2019-02-17,76.6,67.0,70.8,77.1,62.0,6.2,6.2,0.0,5.0,61,24.9,49.7,287,12.42,80,51,Dubai,UAE,25.2048,55.2708
2019-02-18,72.0,64.8,68.0,66.5,58.9,0.0,0.0,0.0,0.0,2,27.7,45.0,276,19.34,68,43,Dubai,UAE,25.2048,55.2708
2019-02-19,72.9,64.2,68.1,70.0,60.4,0.3,0.3,0.0,2.0,51,20.5,34.2,255,13.38,71,47,Dubai,UAE,25.2048,55.2708
2019-02-20,70.7,63.5,67.6,62.5,57.7,0.0,0.0,0.0,0.0,3,38.8,59.8,288,19.76,68,43,Dubai,UAE,25.2048,55.2708
2019-02-21,71.1,58.5,65.2,70.0,55.2,0.0,0.0,0.0,0.0,3,19.9,33.5,251,19.74,80,43,Dubai,UAE,25.2048,55.2708
2019-02-22,71.9,59.0,66.4,71.5,56.5,0.0,0.0,0.0,0.0,3,14.2,28.8,306,15.49,73,52,Dubai,UAE,25.2048,55.2708
2019-02-23,75.9,64.5,69.7,78.7,63.2,0.1,0.1,0.0,1.0,51,17.6,32.0,8,15.9,87,50,Dubai,UAE,25.2048,55.2708
2019-02-24,77.8,62.1,70.1,79.9,60.1,0.0,0.0,0.0,0.0,2,13.5,27.7,291,19.23,94,46,Dubai,UAE,25.2048,55.2708
2019-02-25,76.6,64.1,70.1,71.9,60.2,0.0,0.0,0.0,0.0,2,36.7,57.2,279,17.56,90,35,Dubai,UAE,25.2048,55.2708
2019-02-26,73.8,66.2,69.3,72.4,60.0,0.0,0.0,0.0,0.0,0,34.3,50.0,275,20.03,73,55,Dubai,UAE,25.2048,55.2708
2019-02-27,78.3,57.4,67.3,77.9,55.0,0.0,0.0,0.0,0.0,3,20.0,38.9,209,19.56,89,30,Dubai,UAE,25.2048,55.2708
2019-02-28,81.1,67.7,72.8,79.0,66.7,1.5,1.5,0.0,1.0,61,32.1,49.0,60,8.56,82,27,Dubai,UAE,25.2048,55.2708
2019-03-01,88.1,68.6,75.3,80.8,59.2,0.0,0.0,0.0,0.0,3,47.0,76.0,209,17.06,82,33,Dubai,UAE,25.2048,55.2708
2019-03-02,68.4,64.5,66.0,58.3,52.2,0.0,0.0,0.0,0.0,3,44.9,64.8,287,20.31,61,39,Dubai,UAE,25.2048,55.2708
2019-03-03,69.3,64.1,66.4,63.7,58.3,0.0,0.0,0.0,0.0,3,31.4,49.0,277,18.49,63,47,Dubai,UAE,25.2048,55.2708
2019-03-04,71.2,63.9,67.1,65.8,58.6,0.0,0.0,0.0,0.0,0,28.1,46.8,282,21.26,64,42,Dubai,UAE,25.2048,55.2708
2019-03-05,72.9,63.8,67.9,69.5,58.4,0.0,0.0,0.0,0.0,0,25.2,41.8,281,21.73,77,46,Dubai,UAE,25.2048,55.2708
2019-03-06,76.6,55.0,65.8,75.0,52.4,0.0,0.0,0.0,0.0,3,26.2,41.8,45,17.84,95,31,Dubai,UAE,25.2048,55.2708
2019-03-07,76.6,61.5,68.8,74.4,62.3,0.0,0.0,0.0,0.0,2,29.5,48.2,294,21.64,93,40,Dubai,UAE,25.2048,55.2708
2019-03-08,72.9,62.8,67.9,70.3,60.2,0.0,0.0,0.0,0.0,3,21.3,37.4,264,21.48,77,45,Dubai,UAE,25.2048,55.2708
2019-03-09,73.6,58.1,66.7,70.4,54.7,0.0,0.0,0.0,0.0,1,36.5,54.4,263,21.78,86,48,Dubai,UAE,25.2048,55.2708
2019-03-10,72.4,64.0,67.7,68.9,54.6,0.0,0.0,0.0,0.0,3,35.9,54.4,282,21.64,71,49,Dubai,UAE,25.2048,55.2708
2019-03-11,70.7,59.9,65.7,68.3,57.8,0.0,0.0,0.0,0.0,1,20.9,37.4,255,20.62,86,49,Dubai,UAE,25.2048,55.2708
2019-03-12,73.6,61.2,67.9,67.6,58.1,0.0,0.0,0.0,0.0,0,33.6,54.0,270,22.22,76,44,Dubai,UAE,25.2048,55.2708
2019-03-13,74.0,57.7,67.1,74.4,54.9,0.0,0.0,0.0,0.0,3,19.0,34.2,252,22.21,85,53,Dubai,UAE,25.2048,55.2708
2019-03-14,84.6,57.7,70.6,83.8,57.1,0.0,0.0,0.0,0.0,3,27.1,44.3,59,22.06,99,15,Dubai,UAE,25.2048,55.2708
2019-03-15,79.0,67.4,73.4,79.5,63.9,1.4,1.4,0.0,6.0,53,32.3,47.5,105,14.86,65,36,Dubai,UAE,25.2048,55.2708
2019-03-16,81.5,64.8,72.6,85.8,64.8,0.0,0.0,0.0,0.0,3,26.1,45.0,76,21.32,79,45,Dubai,UAE,25.2048,55.2708
